ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1366534	0.0871	0.0532	-2.082882	-6.043156	-0.09297408		
ILMN_1355458	0.0871	0.0532	2.082877	-6.043165	0.09832658		
ILMN_1368690	0.0871	0.0532	2.082823	-6.043259	0.09165146		
ILMN_1650483	0.0871	0.0532	2.082649	-6.043562	0.1022327		
ILMN_1359033	0.0872	0.0533	-2.082179	-6.044384	-0.1421466	Ctsw	cathepsin W
ILMN_1373751	0.0872	0.0533	2.082165	-6.044407	0.08469348		
ILMN_1373274	0.0873	0.0534	2.081289	-6.045938	0.09119597		
ILMN_1365978	0.0873	0.0534	2.081005	-6.046433	0.18553562	Prm3	protamine 3
ILMN_1364477	0.0874	0.0534	-2.080675	-6.047009	-0.07734287	Dapl1	death associated protein-like 1
ILMN_1361544	0.0874	0.0535	2.080514	-6.047289	0.1020504		
ILMN_1367348	0.0875	0.0535	-2.079924	-6.048319	-0.07816793		
ILMN_1352386	0.0876	0.0536	2.079304	-6.049401	0.10263936		
ILMN_1374593	0.0876	0.0536	2.079048	-6.049847	0.09577508	Olr1472	olfactory receptor 1472
ILMN_1359827	0.0877	0.0536	2.078762	-6.050346	0.08730304	Camkmt	calmodulin-lysine N-methyltransferase
ILMN_1350144	0.0878	0.0537	2.07802	-6.051641	0.11157999	Itpk1	inositol-tetrakisphosphate 1-kinase
ILMN_1353018	0.0878	0.0537	2.077997	-6.051681	0.08473487	Olr1570	olfactory receptor 1570
ILMN_1369333	0.0878	0.0537	2.077945	-6.051771	0.098243	Elavl3	ELAV like neuron-specific RNA binding protein 3
ILMN_1361829	0.0878	0.0537	-2.077792	-6.052038	-0.10659794		
ILMN_1371059	0.0878	0.0538	2.077592	-6.052387	0.11412313		
ILMN_1367167	0.0879	0.0538	2.077467	-6.052605	0.26296719		
ILMN_1365887	0.088	0.0539	-2.076372	-6.054514	-0.09536101	Actl6b	actin-like 6B
ILMN_1354234	0.0881	0.0539	2.076182	-6.054846	0.12524002	Marco	macrophage receptor with collagenous structure
ILMN_1376928	0.0881	0.0539	-2.076096	-6.054994	-0.07911023	Xkr6	XK related 6
ILMN_1354903	0.0881	0.0539	-2.075773	-6.055558	-0.1276288	Fcer2	Fc fragment of IgE receptor II
ILMN_1356566	0.0881	0.054	2.075632	-6.055803	0.10155856	Sost	sclerostin
ILMN_2040916	0.0881	0.054	2.075562	-6.055926	0.1141475	Pdcd1lg2	programmed cell death 1 ligand 2
ILMN_1370624	0.0882	0.054	2.075271	-6.056433	0.07199148	Olr311	olfactory receptor 311
ILMN_1364242	0.0883	0.054	-2.074699	-6.057429	-0.08512239	Nanp	N-acetylneuraminic acid phosphatase
ILMN_1530237	0.0883	0.0541	2.074298	-6.058129	0.14770079		
ILMN_1351129	0.0883	0.0541	-2.074252	-6.058208	-0.09927437	Slc6a13	solute carrier family 6 member 13
ILMN_1362005	0.0884	0.0541	2.073801	-6.058994	0.10421156	Tctn1	tectonic family member 1
ILMN_1353554	0.0884	0.0542	2.073596	-6.059351	0.10123529	LOC680663	hypothetical protein LOC680663
ILMN_1352018	0.0885	0.0542	2.072975	-6.060433	0.11087541	Rgs16	regulator of G-protein signaling 16
ILMN_1349191	0.0885	0.0542	2.0729	-6.060562	0.0871175	Neurod6	neuronal differentiation 6
ILMN_1360638	0.0886	0.0543	2.072665	-6.060972	0.07808553		
ILMN_1367607	0.0886	0.0543	-2.072337	-6.061544	-0.10463673		
ILMN_1376760	0.0887	0.0544	-2.071778	-6.062515	-0.07973948		
ILMN_1374418	0.0887	0.0544	-2.071584	-6.062853	-0.08704224	Hao2	hydroxyacid oxidase 2
ILMN_1361904	0.0888	0.0544	2.071466	-6.06306	0.07070167		
ILMN_1351353	0.0888	0.0544	2.071379	-6.063211	0.09592506	Chaf1b	chromatin assembly factor 1 subunit B
ILMN_1370477	0.0888	0.0544	2.071077	-6.063737	0.12787201	Cdc40	cell division cycle 40
ILMN_1359086	0.0889	0.0545	-2.070683	-6.064422	-0.08855961	Fcgr3a	Fc fragment of IgG, low affinity IIIa, receptor
ILMN_1363931	0.0889	0.0545	-2.070472	-6.064789	-0.12647738	Mc4r	melanocortin 4 receptor
ILMN_1350013	0.089	0.0545	2.070015	-6.065584	0.10003769	Vom1r56	vomeronasal 1 receptor 56
ILMN_1358224	0.089	0.0545	2.070008	-6.065596	0.09660539	Gja10	gap junction protein, alpha 10
ILMN_1351570	0.089	0.0546	-2.06984	-6.065888	-0.09832376	Zfp46	zinc finger protein 46
ILMN_1364761	0.089	0.0546	2.06972	-6.066097	0.10563245	Nlgn1	neuroligin 1
ILMN_1371345	0.0892	0.0547	2.068664	-6.067935	0.09563292	Fbxo48	F-box protein 48
ILMN_1649960	0.0892	0.0547	2.06856	-6.068115	0.1105019		
ILMN_1361948	0.0892	0.0547	2.06833	-6.068515	0.10958894	Zfp286a	zinc finger protein 286A
ILMN_1350386	0.0893	0.0547	2.067993	-6.069102	0.12790635		
ILMN_1360064	0.0893	0.0548	2.067885	-6.069289	0.09994101	Olr279	olfactory receptor 279
ILMN_1359690	0.0893	0.0548	2.067726	-6.069566	0.08058658		
ILMN_1370357	0.0893	0.0548	2.067642	-6.069711	0.08540263	Vom1r79	vomeronasal 1 receptor 79
ILMN_1376298	0.0893	0.0548	-2.067568	-6.06984	-0.08101951	Prl3d2	Prolactin family 3, subfamily d, member 2
ILMN_1374744	0.0894	0.0549	2.066913	-6.07098	0.10741288		
ILMN_1350618	0.0896	0.055	2.065999	-6.072569	0.08546705		
ILMN_1373998	0.0896	0.055	2.065848	-6.07283	0.09131111		
ILMN_1650367	0.0896	0.055	2.065655	-6.073166	0.20722274		
ILMN_1359296	0.0897	0.055	-2.065171	-6.074007	-0.08685977		
ILMN_1366533	0.0898	0.0551	2.064709	-6.07481	0.07709705		
ILMN_1360837	0.0898	0.0551	2.064515	-6.075147	0.08010894	Gpr139	G protein-coupled receptor 139
ILMN_1349216	0.0899	0.0552	2.063879	-6.076252	0.09194288		
ILMN_1364925	0.0899	0.0552	-2.063701	-6.076561	-0.09505514		
ILMN_1373701	0.0901	0.0553	2.062618	-6.078441	0.08285159	Lkaaear1	LKAAEAR motif containing 1
ILMN_1363664	0.0901	0.0553	-2.062598	-6.078476	-0.09552211		
ILMN_1373925	0.0902	0.0554	-2.061718	-6.080004	-0.06571637	Pirb	paired Ig-like receptor B
ILMN_1369201	0.0903	0.0554	2.061364	-6.080619	0.0998283		
ILMN_1355551	0.0903	0.0554	2.06136	-6.080626	0.09080059	Qrfp	pyroglutamylated RFamide peptide
ILMN_1366368	0.0904	0.0555	2.060519	-6.082085	0.07493757	LOC502176	hypothetical protein LOC502176
ILMN_1368285	0.0905	0.0556	-2.060253	-6.082546	-0.08551001	Zfp608	zinc finger protein 608
ILMN_1374831	0.0905	0.0556	2.06015	-6.082725	0.10166109	Olr1242	olfactory receptor 1242
ILMN_1376816	0.0905	0.0556	-2.060063	-6.082877	-0.26823935	Nras	neuroblastoma RAS viral oncogene homolog
ILMN_1361712	0.0905	0.0556	2.05976	-6.083402	0.15867145	Lifr	leukemia inhibitory factor receptor alpha
ILMN_1356053	0.0905	0.0556	-2.059736	-6.083444	-0.07654352	Olr555	olfactory receptor 555
ILMN_1376962	0.0905	0.0556	2.059651	-6.083591	0.08677608	Prl7a4	prolactin family 7, subfamily a, member 4
ILMN_1374687	0.0906	0.0557	-2.059406	-6.084015	-0.09575549	Phtf2	putative homeodomain transcription factor 2
ILMN_1530449	0.0906	0.0557	2.059328	-6.084151	0.07755478		
ILMN_1355263	0.0907	0.0557	2.058522	-6.085548	0.12180425	Tmem151b	transmembrane protein 151B
ILMN_1374718	0.0907	0.0557	-2.058492	-6.0856	-0.10744848	Il20rb	interleukin 20 receptor subunit beta
ILMN_1349558	0.0908	0.0558	2.058084	-6.086308	0.1047689	Pls1	plastin 1
ILMN_1363367	0.0908	0.0558	2.057848	-6.086719	0.08604296	Epha7	Eph receptor A7
ILMN_1354344	0.0908	0.0558	-2.057693	-6.086987	-0.08917852		
ILMN_1374022	0.0908	0.0558	-2.057611	-6.087128	-0.29190099	Bdh2	3-hydroxybutyrate dehydrogenase, type 2
ILMN_1364171	0.0909	0.0559	2.057352	-6.087578	0.08147129		
ILMN_1371895	0.091	0.056	-2.056532	-6.089	-0.08768791		
ILMN_1356147	0.0911	0.056	2.056041	-6.08985	0.08948025	Gstm6l	glutathione S-transferase, mu 6-like
ILMN_1351985	0.0911	0.056	2.055803	-6.090262	0.10253163		
ILMN_1367179	0.0911	0.056	-2.055788	-6.090289	-0.09403493		
ILMN_1352485	0.0911	0.0561	-2.055649	-6.090529	-0.10366997	Calb2	calbindin 2
ILMN_1367477	0.0911	0.0561	2.055605	-6.090605	0.11395116		
ILMN_1362657	0.0912	0.0561	2.055221	-6.091271	0.08413927		
ILMN_1349158	0.0912	0.0561	2.055027	-6.091607	0.08020201	Apex2l1	APEX nuclease (apurinic/apyrimidinic endonuclease) 2-like 1
ILMN_1360063	0.0912	0.0561	-2.054901	-6.091826	-0.13757239	Wbscr22	Williams Beuren syndrome chromosome region 22
ILMN_1352944	0.0913	0.0562	2.054333	-6.092809	0.09051122		
ILMN_1361375	0.0914	0.0562	-2.054109	-6.093198	-0.10455368	Prr7	proline rich 7 (synaptic)
ILMN_1353514	0.0914	0.0562	2.053847	-6.093651	0.1274817	Olr233	olfactory receptor 233
ILMN_1372297	0.0914	0.0563	2.053686	-6.093929	0.09052754	Prl2c1	Prolactin family 2, subfamily c, member 1
ILMN_1650505	0.0914	0.0563	2.053669	-6.093959	0.07024601	Zfp84	zinc finger protein 84
ILMN_1363409	0.0916	0.0564	2.052447	-6.096076	0.09984757	Htr2c	5-hydroxytryptamine receptor 2C
ILMN_1358935	0.0917	0.0564	2.051957	-6.096924	0.39040552		
ILMN_1361637	0.0917	0.0565	2.051776	-6.097237	0.43147381	Fn3krp	fructosamine-3-kinase-related protein
ILMN_1361884	0.0918	0.0565	2.051409	-6.097872	0.16003753	Car13	carbonic anhydrase 13
ILMN_1356284	0.0918	0.0565	2.05129	-6.098079	0.11718603		
ILMN_1358915	0.0918	0.0565	-2.051258	-6.098133	-0.10046666	Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3
ILMN_1372540	0.0918	0.0565	-2.051243	-6.09816	-0.08317459	Irgc	immunity related GTPase cinema
ILMN_1374403	0.0918	0.0565	2.051075	-6.09845	0.07399281	Fer	FER tyrosine kinase
ILMN_1363403	0.0919	0.0566	2.050781	-6.098958	0.32123051		
ILMN_1361033	0.0919	0.0566	2.050453	-6.099526	0.07229175		
ILMN_1353497	0.0922	0.0568	-2.048673	-6.102606	-0.07711509	Slc4a8	solute carrier family 4 member 8
ILMN_1651165	0.0923	0.0568	2.048422	-6.103039	0.09317819	Hist1h2ail1	histone cluster 1, H2ai-like1
ILMN_1364200	0.0923	0.0569	-2.048194	-6.103434	-0.14114336		
ILMN_1373420	0.0923	0.0569	2.048063	-6.10366	0.08644637		
ILMN_1349502	0.0924	0.0569	2.047674	-6.104333	0.08652011		
ILMN_1358939	0.0924	0.0569	-2.0476	-6.104461	-0.08506844		
ILMN_1362659	0.0924	0.0569	2.047571	-6.10451	0.10486036		
ILMN_1354697	0.0924	0.0569	-2.047532	-6.104579	-0.12354486	Rinl	Ras and Rab interactor-like
ILMN_1357228	0.0924	0.0569	-2.047529	-6.104583	-0.12349861	Mcpt10	mast cell protease 10
ILMN_1366487	0.0924	0.0569	2.047326	-6.104934	0.08826774		
ILMN_1352496	0.0925	0.057	-2.046575	-6.106233	-0.08543702	Sgpl1	sphingosine-1-phosphate lyase 1
ILMN_1367350	0.0927	0.0571	2.045726	-6.1077	0.11259963	Pde5a	phosphodiesterase 5A
ILMN_1357529	0.0927	0.0572	2.045404	-6.108256	0.09065447	Itgb6	integrin subunit beta 6
ILMN_1363080	0.0928	0.0572	2.044673	-6.109518	0.10903406		
ILMN_1374304	0.0929	0.0573	-2.044266	-6.110222	-0.21974779		
ILMN_1357496	0.0929	0.0573	2.044024	-6.11064	0.07934266	Syt2	synaptotagmin 2
ILMN_1349006	0.0931	0.0574	2.042924	-6.11254	0.08081165		
ILMN_1374463	0.0931	0.0574	-2.042832	-6.112697	-0.09719902		
ILMN_1365967	0.0933	0.0576	2.041795	-6.114488	0.102697	Khsrp	KH-type splicing regulatory protein
ILMN_1371033	0.0933	0.0576	2.041772	-6.114527	0.13560411		
ILMN_1364686	0.0935	0.0577	-2.040775	-6.116248	-0.10436677	Padi3	peptidyl arginine deiminase 3
ILMN_1366627	0.0936	0.0577	2.040362	-6.116961	0.62417028		
ILMN_1651178	0.0936	0.0577	2.040249	-6.117155	0.08359723	Got1l1	glutamic-oxaloacetic transaminase 1-like 1
ILMN_1366527	0.0936	0.0577	-2.040101	-6.117412	-0.12879224	Ino80	INO80 complex subunit
ILMN_1366025	0.0937	0.0578	-2.039671	-6.118153	-0.11147138	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1
ILMN_1355726	0.0937	0.0578	2.039476	-6.11849	0.0866876	Lrriq3	leucine-rich repeats and IQ motif containing 3
ILMN_1366625	0.0938	0.0578	-2.039079	-6.119173	-0.05915519	Slc17a5	solute carrier family 17 member 5
ILMN_1371473	0.0938	0.0579	2.038947	-6.119402	0.10741779		
ILMN_1370527	0.0938	0.0579	2.0387	-6.119827	0.09576397	Cyp4f17	cytochrome P450, family 4, subfamily f, polypeptide 17
ILMN_1357739	0.0938	0.0579	2.038613	-6.119977	0.09631296	Olr1404	olfactory receptor 1404
ILMN_1349071	0.0938	0.0579	2.038491	-6.120188	0.11383219		
ILMN_1650177	0.0938	0.0579	2.038467	-6.120228	0.09304921	Tnfrsf14	TNF receptor superfamily member 14
ILMN_1367363	0.0939	0.0579	2.038264	-6.120579	0.08898546	Amelx	amelogenin, X-linked
ILMN_1366011	0.0939	0.0579	-2.03821	-6.120672	-0.10669174	Doxl2	diamine oxidase-like protein 2
ILMN_1350430	0.0939	0.058	2.037713	-6.121529	0.09510001		
ILMN_1374471	0.0939	0.058	2.037674	-6.121596	0.09473953		
ILMN_1352287	0.0939	0.058	-2.037594	-6.121734	-0.10177409	Polr3b	RNA polymerase III subunit B
ILMN_1361447	0.094	0.058	-2.037507	-6.121883	-0.2884438	Tle2	transducin-like enhancer of split 2
ILMN_1371646	0.0941	0.0581	2.036866	-6.122989	0.23394863	Adam10	ADAM metallopeptidase domain 10
ILMN_1357755	0.0941	0.0581	-2.036779	-6.123139	-0.08687508	Olr1024	olfactory receptor 1024
ILMN_1376952	0.0941	0.0582	-2.036306	-6.123953	-0.10647754	C1qtnf5	C1q and tumor necrosis factor related protein 5
ILMN_1351881	0.0941	0.0582	2.036278	-6.124002	0.07873846		
ILMN_1366727	0.0942	0.0582	2.036036	-6.12442	0.29252347	Slc26a3	solute carrier family 26 member 3
ILMN_1355960	0.0942	0.0582	2.03603	-6.124429	0.09363965		
ILMN_1362484	0.0942	0.0582	2.036013	-6.124459	0.08601901		
ILMN_1351839	0.0943	0.0582	2.035475	-6.125386	0.10765659		
ILMN_1349179	0.0943	0.0583	-2.035442	-6.125442	-0.11173177		
ILMN_1363854	0.0943	0.0583	2.035351	-6.125599	0.11318359		
ILMN_1374357	0.0943	0.0583	-2.035347	-6.125606	-0.0930661		
ILMN_1350513	0.0943	0.0583	-2.035251	-6.125772	-0.25528535	Comt	catechol-O-methyltransferase
ILMN_1360406	0.0943	0.0583	-2.035207	-6.125847	-0.11843153	Rhov	ras homolog family member V
ILMN_1358754	0.0943	0.0583	-2.035097	-6.126036	-0.08164364	Zfp516	zinc finger protein 516
ILMN_1367940	0.0943	0.0583	2.035074	-6.126076	0.09056851		
ILMN_1371797	0.0944	0.0583	2.034638	-6.126828	0.17588861	Itih1	inter-alpha trypsin inhibitor, heavy chain 1
ILMN_1371677	0.0944	0.0584	-2.034415	-6.127212	-0.17901679		
ILMN_1366754	0.0945	0.0584	2.03401	-6.127909	0.11328839	Olr286	olfactory receptor 286
ILMN_1361165	0.0946	0.0585	2.033426	-6.128915	0.09390715		
ILMN_1364902	0.0946	0.0585	-2.033198	-6.129307	-0.1188199	Rad9b	RAD9 checkpoint clamp component B
ILMN_1359713	0.0946	0.0585	2.033085	-6.129502	0.09031635		
ILMN_1354143	0.0947	0.0586	-2.032429	-6.13063	-0.10140647		
ILMN_1374249	0.095	0.0587	2.031017	-6.133061	0.09790327		
ILMN_1355280	0.095	0.0588	2.030609	-6.133762	0.10790388	Cyp2b21	cytochrome P450, family 2, subfamily b, polypeptide 21
ILMN_1367805	0.095	0.0588	-2.030585	-6.133804	-0.09779021		
ILMN_1365693	0.0951	0.0588	2.03029	-6.13431	0.08787267		
ILMN_1650256	0.0951	0.0588	2.030125	-6.134595	0.11059566		
ILMN_1358966	0.0951	0.0589	-2.030026	-6.134766	-0.08374552	Galns	galactosamine (N-acetyl)-6-sulfatase
ILMN_1374464	0.0951	0.0589	2.02993	-6.13493	0.25142757	Orm1	orosomucoid 1
ILMN_1372555	0.0951	0.0589	-2.029846	-6.135074	-0.23333501	Ubl4a	ubiquitin-like 4A
ILMN_1351587	0.0952	0.0589	-2.029477	-6.13571	-0.0924423	Olr662	olfactory receptor 662
ILMN_1366635	0.0952	0.0589	2.029459	-6.13574	0.09176766	Vom1r109	vomeronasal 1 receptor 109
ILMN_1371437	0.0952	0.0589	-2.029246	-6.136106	-0.1694147	Luc7l	LUC7-like
ILMN_1354274	0.0952	0.059	2.029054	-6.136437	0.08323397	Ubxn8	UBX domain protein 8
ILMN_1649920	0.0952	0.059	2.029003	-6.136524	0.1165917	Mks1	Meckel syndrome, type 1
ILMN_1367608	0.0953	0.059	-2.02877	-6.136924	-0.36388885	Olr1597	olfactory receptor 1597
ILMN_1370754	0.0954	0.0591	-2.028062	-6.138142	-0.23448254	Plcxd3	phosphatidylinositol-specific phospholipase C, X domain containing 3
ILMN_1351317	0.0954	0.0591	2.02784	-6.138524	0.08009585		
ILMN_1370957	0.0955	0.0591	-2.027705	-6.138756	-0.10167581		
ILMN_1356437	0.0955	0.0591	2.027616	-6.138908	0.07498434		
ILMN_1349304	0.0955	0.0591	2.027423	-6.13924	0.08187652	Smcp	sperm mitochondria-associated cysteine-rich protein
ILMN_1369068	0.0955	0.0592	2.027366	-6.139338	0.09056746		
ILMN_1353368	0.0956	0.0592	-2.026943	-6.140064	-0.09687808		
ILMN_1362199	0.0956	0.0592	-2.026563	-6.140718	-0.08295982	Olr1548	olfactory receptor 1548
ILMN_1361086	0.0957	0.0593	2.026215	-6.141315	0.11327647	Pbp2	phosphatidylethanolamine binding protein 2
ILMN_1373138	0.0957	0.0593	-2.02613	-6.141463	-0.10986857		
ILMN_1372989	0.0957	0.0593	-2.026083	-6.141544	-0.10889551	Olr1244	olfactory receptor 1244
ILMN_1371051	0.0957	0.0593	2.025939	-6.14179	0.11714444	Hk3	hexokinase 3
ILMN_1367789	0.0957	0.0593	2.025786	-6.142052	0.08078126	Samd10	sterile alpha motif domain containing 10
ILMN_1362754	0.0958	0.0594	2.025104	-6.143224	0.12227996		
ILMN_1364247	0.0958	0.0594	2.025089	-6.143251	0.09551711		
ILMN_1371286	0.0959	0.0594	-2.024799	-6.143748	-0.14142272	Jdp2	Jun dimerization protein 2
ILMN_1376335	0.0959	0.0594	2.024757	-6.14382	0.08465042	Kcnq5	potassium voltage-gated channel subfamily Q member 5
ILMN_1356249	0.0959	0.0594	2.02472	-6.143884	0.09306733	Gykl1	glycerol kinase-like 1
ILMN_1357039	0.0959	0.0595	2.024537	-6.144197	0.14115766		
ILMN_1650379	0.0959	0.0595	2.024497	-6.144267	0.06651753		
ILMN_1352115	0.096	0.0595	-2.02412	-6.144914	-0.09880334	Cacna1d	calcium voltage-gated channel subunit alpha1 D
ILMN_1355658	0.096	0.0595	2.024085	-6.144974	0.08220634		
ILMN_1354828	0.096	0.0595	2.023959	-6.14519	0.13661871		
ILMN_1355183	0.096	0.0595	2.023938	-6.145226	0.07259022		
ILMN_1353111	0.096	0.0595	2.02383	-6.145412	0.08646927	Clec2g	C-type lectin domain family 2, member G
ILMN_1353266	0.096	0.0596	-2.023799	-6.145465	-0.09212158	Olr119	olfactory receptor 119
ILMN_1376818	0.096	0.0596	-2.023671	-6.145684	-0.08683322	Tubb3	tubulin, beta 3 class III
ILMN_1360329	0.096	0.0596	2.023515	-6.145953	0.08490273	Prl4a1	prolactin family 4, subfamily a, member 1
ILMN_1353507	0.0962	0.0597	2.022413	-6.147844	0.0774327		
ILMN_1372280	0.0964	0.0598	2.021741	-6.148997	0.09382949		
ILMN_1367372	0.0964	0.0598	2.021649	-6.149155	0.15674774	Slc8a1	solute carrier family 8 member A1
ILMN_1355103	0.0964	0.0598	2.021235	-6.149865	0.06964811	Sema5a	semaphorin 5A
ILMN_1369965	0.0964	0.0599	-2.021167	-6.149982	-0.15508907	Myh9l1	myosin, heavy chain 9, non-muscle-like 1
ILMN_1357579	0.0965	0.0599	2.020617	-6.150926	0.08309941	Prss27	protease, serine 27
ILMN_1374085	0.0966	0.06	2.01998	-6.152017	0.09300544		
ILMN_1366340	0.0967	0.06	2.019831	-6.152274	0.12369149		
ILMN_1355493	0.0968	0.0601	-2.01926	-6.153253	-0.0879154	Cldnd2	claudin domain containing 2
ILMN_1351605	0.0968	0.0601	2.018783	-6.15407	0.07366942	Foxi1	forkhead box I1
ILMN_1362485	0.0969	0.0601	2.018603	-6.154379	0.09662621		
ILMN_1359786	0.0969	0.0602	-2.018195	-6.155077	-0.09453065	Lrrc28	leucine rich repeat containing 28
ILMN_1364073	0.0969	0.0602	-2.018109	-6.155225	-0.09211733		
ILMN_1355498	0.097	0.0602	2.017995	-6.155421	0.08329518	Otop2	otopetrin 2
ILMN_1351480	0.097	0.0602	2.017933	-6.155527	0.08281452	Cdhr2	cadherin-related family member 2
ILMN_1374300	0.0971	0.0603	-2.017399	-6.156441	-0.10163991	Olr1115	olfactory receptor 1115
ILMN_1354833	0.0972	0.0604	2.016772	-6.157517	0.10170505	Tbc1d5	TBC1 domain family, member 5
ILMN_1350100	0.0972	0.0604	2.016337	-6.158261	0.12213782		
ILMN_1360131	0.0972	0.0604	2.016333	-6.158268	0.09448309		
ILMN_1367403	0.0974	0.0605	2.015579	-6.159561	0.09931759		
ILMN_1350119	0.0974	0.0605	2.015531	-6.159642	0.33589916		
ILMN_1351718	0.0974	0.0605	2.015074	-6.160424	0.07635849		
ILMN_1357891	0.0975	0.0606	2.014863	-6.160786	0.07930463		
ILMN_1374327	0.0975	0.0606	2.014564	-6.161297	0.07746318		
ILMN_1357590	0.0975	0.0606	-2.014539	-6.161341	-0.08847508	Ascl2	achaete-scute family bHLH transcription factor 2
ILMN_1363497	0.0975	0.0606	2.014515	-6.161381	0.08537759	Onecut1	one cut homeobox 1
ILMN_1366471	0.0976	0.0607	2.014026	-6.162218	0.1141607	Slc14a1	solute carrier family 14 (urea transporter), member 1
ILMN_1371599	0.0976	0.0607	-2.013828	-6.162557	-0.28546592	Aldh1a7	aldehyde dehydrogenase family 1, subfamily A7
ILMN_1350153	0.0976	0.0607	2.013809	-6.162591	0.09552191	Rab23	RAB23, member RAS oncogene family
ILMN_1371707	0.0976	0.0607	-2.013664	-6.162839	-0.0908719	Olr1460	olfactory receptor 1460
ILMN_1372448	0.0977	0.0607	2.013422	-6.163253	0.09319005	Olr341	olfactory receptor 341
ILMN_1369873	0.0977	0.0608	2.01315	-6.163718	0.0969701		
ILMN_1353296	0.0977	0.0608	2.013138	-6.163739	0.08670043		
ILMN_1371156	0.0977	0.0608	2.013094	-6.163814	0.08184079	Vom2r3	vomeronasal 2 receptor, 3
ILMN_1364492	0.0978	0.0608	-2.012475	-6.164873	-0.10991775	Slc27a3	solute carrier family 27 member 3
ILMN_1356755	0.098	0.0609	2.011653	-6.166279	0.11953266		
ILMN_1359913	0.098	0.061	-2.011488	-6.166561	-0.10804662	Serf2	small EDRK-rich factor 2
ILMN_1349164	0.098	0.061	2.011488	-6.166561	0.30570175	Mzt2b	mitotic spindle organizing protein 2B
ILMN_1352130	0.098	0.061	2.011375	-6.166754	0.09352831		
ILMN_1354404	0.0981	0.061	-2.010707	-6.167898	-0.09154655	Bcas1	breast carcinoma amplified sequence 1
ILMN_1365360	0.0981	0.0611	-2.010577	-6.16812	-0.21008871	Pom121	POM121 transmembrane nucleoporin
ILMN_1358965	0.0982	0.0611	-2.010328	-6.168545	-0.09208893	Rfc2	replication factor C subunit 2
ILMN_1366333	0.0982	0.0611	2.010145	-6.168859	0.09342957	Cacng3	calcium voltage-gated channel auxiliary subunit gamma 3
ILMN_1357509	0.0983	0.0612	2.009679	-6.169655	0.09025496	Atp7b	ATPase copper transporting beta
ILMN_1353437	0.0983	0.0612	-2.0095	-6.169961	-0.08653874	Rasa3	RAS p21 protein activator 3
ILMN_1362591	0.0983	0.0612	-2.009421	-6.170097	-0.07343692		
ILMN_1361142	0.0983	0.0612	2.00938	-6.170166	0.08269807		
ILMN_1356233	0.0984	0.0612	-2.009181	-6.170507	-0.4305608	Hnrnpd	heterogeneous nuclear ribonucleoprotein D
ILMN_1374168	0.0984	0.0612	2.008987	-6.170838	0.08020949		
ILMN_1357948	0.0984	0.0613	2.008826	-6.171113	0.09318993	Trem1	triggering receptor expressed on myeloid cells 1
ILMN_1358690	0.0984	0.0613	2.00856	-6.171567	0.10573504	RT1-CE10	RT1 class I, locus CE10
ILMN_1368829	0.0985	0.0613	2.008407	-6.171829	0.08585512		
ILMN_1376661	0.0985	0.0614	-2.008068	-6.172409	-0.27667425	Lbp	lipopolysaccharide binding protein
ILMN_1650368	0.0986	0.0614	2.007824	-6.172826	0.07083608		
ILMN_1366480	0.0986	0.0614	2.007457	-6.173453	0.06988265		
ILMN_1349093	0.0987	0.0615	2.006971	-6.174282	0.09279918		
ILMN_1356365	0.0987	0.0615	2.006861	-6.174471	0.08668528		
ILMN_1372809	0.0988	0.0615	2.006583	-6.174945	0.10790244		
ILMN_1650143	0.0988	0.0616	2.006381	-6.175291	0.08610567		
ILMN_1362092	0.0988	0.0616	2.006318	-6.175399	0.13719378	Ncoa6	nuclear receptor coactivator 6
ILMN_1374032	0.0988	0.0616	2.006246	-6.175521	0.08845329		
ILMN_2040842	0.0989	0.0617	2.00547	-6.176846	0.08900216		
ILMN_1353355	0.099	0.0617	2.00514	-6.177409	0.1370436		
ILMN_1358807	0.099	0.0617	-2.004944	-6.177745	-0.08211038	Rab12	RAB12, member RAS oncogene family
ILMN_1370743	0.0995	0.062	2.002359	-6.182155	0.11064623	Stag3	stromal antigen 3
ILMN_1358270	0.0995	0.062	-2.002262	-6.18232	-0.0877342	Pgr15l	G protein-coupled receptor 15-like
ILMN_1650162	0.0996	0.0621	2.001841	-6.183039	0.09512062		
ILMN_1373624	0.0996	0.0621	2.001839	-6.183042	0.11459333	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
